mtime,AK,AS,BE,CS,CT,CU,CY,DH,DJ,DK,DP,EZ,FJ,FP,FR,GL,GP,GT,GV,I,JT,JX,KO,KU,KW,KY,KZ,MR,N,NX,NZ,QS,QX,RS,SW
2021-11-11T18:45,7854224,6912413,8399605,7469687,6817505,5976136,6329326,7521790,7211091,6311295,6928984,6577706,5650668,7385127,9469698,7700645,7696397,7704261,7087215,8190816,7009127,7187531,5771118,4948684,8035639,5852813,7821353,7383679,6670008,7937729,7200859,7018374,8988101,9098455,6796721
2021-11-11T18:50,7232400,7144856,6270218,5137008,6352322,7119570,7720860,9115897,5543919,6326471,5670213,6640105,7521924,6880952,6734669,7975304,5485911,7100942,7417510,7069845,7599540,8011183,8015122,7694166,8024654,8991362,6901600,6025306,7807881,6848111,9002306,7412835,7031837,6952912,6669334
2021-11-11T18:55,8725653,5602311,6818429,7300236,7087163,8940927,5888591,7395270,8146386,8787286,6251060,8704200,7416124,7634914,6388744,6405876,7366003,6916372,6244884,7217573,6836122,5107622,6823899,8529712,6504968,7426980,5766113,9232504,7276281,8891843,8000056,6883958,7681684,6954582,8568155
2021-11-11T19:00,7442091,7876439,7206659,7441182,5848995,6514538,7307966,7133235,6900786,6673469,8746058,6860601,8625212,8704317,8237015,8973421,6820954,7445199,6402583,7498005,6159835,8749316,6513617,5490665,7841153,7678847,6612322,7605946,7269317,6552228,7514096,9791081,8391395,8341017,8976081
2021-11-11T19:05,6347632,7259294,7202369,9275534,8174281,6307681,7616414,6974600,8271643,6016856,5003410,6174948,6861634,4562727,6078601,6641269,7852161,5751158,6850063,5868687,4855950,6487250,8964417,8313779,5862665,5304752,8793013,9445245,6938827,6352518,7735479,7849170,6992643,8740478,7672315
2021-11-11T19:10,5025288,5506062,6203783,5562044,8825580,6132025,7222810,7242612,7940022,6244559,7051697,8800211,8106966,8314175,6125184,7627080,7425308,8342630,6921008,8119291,7298075,8597448,5953293,7291473,7458293,6199520,7212435,6935001,8775952,7910437,6979016,8085543,7802587,7192543,9183901
2021-11-11T19:15,8243931,8490048,5433775,5815634,9694103,6495797,9687207,8134961,7249742,7916368,6958993,7952212,6214811,9355084,6218510,6122782,6729405,7753011,6837546,7319128,7725631,6897189,8075378,6085283,8077689,6720985,6795246,8614355,6281689,9132977,6503846,7390950,8778412,6598543,6075616
2021-11-11T19:20,9049339,6984007,7642785,7532137,8510079,6840560,4553622,6596956,8565548,6274272,5913042,6518926,9241175,6261568,5920688,5995678,6796052,8018658,8523613,8171866,6963763,8055735,7105688,7687931,7069443,7866461,4723911,7060589,6441054,7493672,7033969,6762600,8416806,5690837,8301426
2021-11-11T19:25,7772508,6519287,8338059,6778836,7135405,7446793,6807392,6004020,7893210,7319042,7608857,7326815,8242388,7125960,7743109,9074784,8478745,6540958,5277464,7976656,7786917,10314797,7082707,6376258,7753104,5620957,8192735,6333911,7029558,7378804,6967966,7677838,6326806,7717332,8472303
2021-11-11T19:30,7854620,7181044,7035389,8091037,8242286,6465015,8204532,6141761,8740417,8528845,8515631,8086880,6037494,7812705,7384187,6048659,6886128,9401539,8037310,7544649,4470799,7449887,5120583,6228568,8601387,8552017,5790622,7493291,6234984,9235990,6994930,6807840,8030317,7838595,7795049
2021-11-11T19:35,6633657,9360429,8887974,6067150,7665271,6672083,6654915,6108421,8917354,7865693,8296193,7233750,7345995,6829585,9133203,8536365,6180970,8645462,6402717,6630417,6857132,8082286,7178082,7184709,6827124,6714012,7780185,6037705,6844414,8227783,6612431,7661402,6891002,8389654,7913496
2021-11-11T19:40,7175494,7649620,10078729,8622870,7881410,7669268,7633738,6893932,8037836,5040317,6146352,9423105,7235275,8758339,6744831,8769221,7682047,7708659,6407468,7970849,5837273,8139493,6937986,7271935,6024183,8337311,7823716,7471080,7835096,4936024,4882091,8203167,6553884,6155965,7090106
2021-11-11T19:45,8576269,7942244,8623287,9435918,9477127,7223052,8835676,8687187,7161669,6799095,7775456,8390328,7202427,6633693,8704944,6692178,7124233,6687727,6956069,6678631,7971015,7252203,7514404,7261084,6223119,8720306,9516870,7397824,7219173,7357116,8352406,7160626,6905768,6550375,8012748
2021-11-11T19:50,7288754,6681975,8260898,7035755,8474915,8111973,7442448,9170725,6994413,5892093,6966734,7831852,8092900,9108054,8775358,7411001,9286631,6312596,6409274,7710332,7489442,6653849,8208637,5423292,6844933,9770605,7079856,8316008,7504208,6609226,8061145,5781441,8505821,6844437,5745572
2021-11-11T19:55,7636594,7150810,6601499,8422036,7646219,5901499,6314974,6691731,8324055,7365658,6266458,7288188,6004416,5808468,6910982,7954883,6348262,6083212,7109302,5966046,7434935,5977719,7294717,6692435,6967366,7750722,10170295,6707995,6782919,8062372,8116763,6500085,8289362,6702798,7564744
2021-11-11T20:00,8065968,7328376,6072637,7940512,6949274,6468084,8012831,6709175,8931868,7345295,8124384,7757811,7447317,6017146,7685476,5961866,7967598,6611969,6730683,8309723,6800692,6779713,7191414,8496402,6932564,9101641,7261219,8529116,7681519,6094562,6861222,6886594,7736121,6776658,7841981
2021-11-11T20:05,9189555,7953019,6614654,7815730,10235989,8709708,6520490,7575877,7041209,7622724,7327510,6949970,8212133,8574479,7175259,7014966,7648617,6581882,6269851,6782287,7241960,6583746,8314224,6072726,8982131,6383855,6810856,6937166,8626873,8622927,7369614,7129536,7836916,7885361,8085534
2021-11-11T20:10,7448245,8596280,7302271,8947158,6740120,8081552,5766748,8324884,7900335,8085626,8308661,8680454,7545733,7294007,6876201,8766556,8898444,8731295,8938082,6229440,5301440,7306097,8195997,5993219,5835874,8501258,6658458,6949872,8309636,7762868,7052280,7266251,6792642,6217564,7477666
2021-11-11T20:15,6590947,9174973,9176626,7303095,7517615,7793969,6131242,5334982,7064122,7175824,7953528,7721960,7627260,6336595,7538441,6081627,9575000,6922843,6912328,7353347,7080646,7562531,7519682,7462832,5719012,7231873,5976759,7052458,6795958,6276144,6921487,8720460,8576826,6026753,6127790
2021-11-11T20:20,7663292,6059325,8590528,6146421,7820091,9293716,5805148,7876606,9085180,6158886,6203455,7706873,8228338,7422427,6305635,7464237,8013659,7902446,4863807,7421958,6425889,5706259,7328177,6774786,6772920,8724491,5439439,6050963,6633976,9148850,4825908,6197973,6621551,7084666,8836799
2021-11-11T20:25,6010605,6402914,8755600,8145576,7520542,7604496,5887122,7468424,8190213,8138807,6265338,6773529,7649057,8504490,7184339,7132994,7673313,6995003,7439671,6893358,6089185,7548890,7577277,6348565,6831197,7377218,8490317,7655692,9291735,5906021,6767978,9516284,7341298,7549231,6930524
2021-11-11T20:30,7757878,7504312,6568969,7096725,6823956,5955356,6566908,7932486,7139444,8494048,7039530,7716242,7867804,7807367,5439447,5755426,7231741,5755710,6998838,7290311,4469792,7162453,6974536,6946424,6892689,6528155,9272663,8383567,7590581,7267886,7089768,7381105,7042275,6740019,7720067
2021-11-11T20:35,8534681,8486838,8568856,8060148,7404247,7138221,6606018,7504484,8837837,7604807,7581704,6407707,7286636,5624503,6662846,6331594,6971604,8405339,7594636,7674979,7156266,5977679,6682320,7280352,5691617,7448110,6796539,6698464,7726290,6531706,7442632,8010899,8857457,8150430,6549322
2021-11-11T20:40,8069944,8010198,8217897,7859704,7174210,6103338,7871143,8346254,6391578,6063665,6375816,5639321,7600606,9350072,6930717,8001976,7740711,6771778,5845244,7095840,8735022,6147550,7604715,9301103,8118116,8446663,9153954,8257515,8144334,7721406,7627704,5668979,5536074,8377539,6725645
2021-11-11T20:45,8100634,6370583,7300584,8322347,6719553,7802655,8581970,7428205,6767120,7164432,6341759,8617062,5619320,8761772,7083103,6351532,5698214,6517528,7641736,8003416,7899693,8145575,7171789,7325163,7052779,8762839,7856981,7242647,6365202,6624501,7099641,6668464,8039950,7361377,8295275
2021-11-11T20:50,7045420,8013515,7514865,6700039,6372265,5488956,6434254,8270390,7492194,7826411,7967951,8009830,6876528,8705066,7710144,6184158,7579348,6748529,6977871,7414842,8515918,5184991,8304299,6608673,7576537,7177288,6309866,7818524,7441460,8262116,5492665,6922104,7399716,8094118,8091832
2021-11-11T20:55,8005259,6552211,9151334,6740436,6912479,8395503,7083898,8398175,7468429,8050000,9118262,8250469,8257460,5471911,8246303,8520067,6046005,7030059,6971519,6493650,6264364,7869445,9517546,5949231,6645081,6502422,6098124,7444050,7176992,8732016,7856684,9891972,7651066,7955378,5289687
2021-11-11T21:00,7665140,7596157,7786675,7183184,8133610,8713798,8114521,7370762,6037206,7383322,5932735,6422657,7208685,6243725,8491844,9424120,7472551,6794838,7642228,6852894,6426117,7614227,8232770,6548341,8040222,7815777,9673570,6362896,6546126,6155101,7155004,8681606,7535199,7940303,7322628
2021-11-11T21:05,6952586,7330978,9034619,8446847,7828075,7296972,5785097,7591448,7470824,7695920,7236493,7223404,7955998,6198046,7556066,6563377,5921427,8257927,9192404,6421572,6837362,7998138,7675732,7358728,7605949,6481150,6975443,6607982,7033434,7438320,6539040,8180687,7658233,8071875,6270825
2021-11-11T21:10,7218501,8070099,7965587,7900107,7287609,7360329,7045463,8900236,8202682,8780896,7407642,6454277,7426948,8431571,8181036,6830533,6534218,6349606,7056947,5630953,6601482,6377051,7470864,7226416,7685749,5589799,7996689,7788213,6805840,8777552,6147249,9021326,7707471,9033633,7695485
2021-11-11T21:15,6317569,9061500,5855109,7268826,6493938,7052746,7504345,4947213,6958689,7419232,8846526,6244650,7347109,7242551,7207679,8390181,6943458,6211918,9956158,6621204,7526781,6515364,5748620,5782528,6675615,8150455,7116187,6397033,7389438,8851008,7099132,8095995,9320973,7651561,7223805
2021-11-11T21:20,8796610,6602996,6684334,6690820,6994211,7941203,4868985,7335616,6464634,7931308,8015395,7953027,8244316,10464075,6556961,7321972,6381496,7257679,7788947,7052064,8836618,7716578,8999780,6839390,8647705,9270151,7469394,7747123,7018004,7427556,8830973,8074105,7388994,6746020,8481696
2021-11-11T21:25,7709011,7169977,8126138,7577213,6483862,6789359,6282468,6603383,8420828,9222830,7517496,7960784,7409462,8201459,8544463,9252808,7161820,7007895,7866483,9624646,6075743,7967967,8396829,8487253,8639121,9430002,8168198,7791964,8210855,8452857,9680855,5259155,7544878,8334415,8003221
2021-11-11T21:30,7747487,8383074,8717328,5765227,7582726,6738946,8441404,7400820,6961198,7184478,6490718,7094376,7965814,8879943,6897054,7893232,9114138,8564167,8919216,8479362,7131572,8907798,7884361,6711738,8156099,7103913,7986796,6898210,6550495,6634028,6765204,6190802,6472401,6958191,8076110
2021-11-11T21:35,6596300,8951843,7178408,5743385,6948508,7447467,7124777,8614055,7722502,6562413,6427700,6446338,5833782,5807772,8481152,8040148,7780788,7509080,8960415,7838637,8788343,7279057,6782652,8312286,6718718,7406737,7451879,5506209,7642811,6884170,7710532,8332093,7943737,8334483,6774255
2021-11-11T21:40,6931725,6397682,5552561,6377762,6183947,8337993,6598358,7348167,7111969,4968882,8248348,7890842,7306034,8357975,6704362,7556646,8833336,7534037,7906342,7752659,7327279,7312037,6903191,8295008,5983895,6624178,8720320,7743786,7299494,8545370,8334447,10160522,6475411,7329915,8066087
2021-11-11T21:45,8238474,7217887,6654442,7689952,6468145,8858729,7116546,6661525,9100617,7171227,7092799,5912431,6093940,7062766,6503078,5971107,8123345,7030440,7254155,8262302,8706547,8191154,7829195,5869159,8409861,7548327,9355964,7640986,7166869,7889439,8069656,7610910,7513148,5560230,5502039
2021-11-11T21:50,7055932,9154836,10196026,6646614,6795907,6700040,6526124,8052424,7347201,6724268,6863960,6795432,6399229,8802308,6878503,7364945,6693575,6810057,7488614,6186503,9384911,8445802,7411899,5954668,8417282,9960585,6066390,10305682,5091693,6395921,7364534,8519341,5978370,5897392,7494619
2021-11-11T21:55,5801250,6695226,6285900,6507424,7352008,7588541,8329521,7850531,9369548,8972416,6457341,6759987,8800841,6956369,6439203,7681208,7284511,6623001,7503965,7804318,7550557,7721835,5722098,7780427,5708202,6964257,9397859,7132555,8966465,4609758,6418030,8001464,6049075,8470131,6880560
2021-11-11T22:00,5299434,5883650,7688041,8511981,7225017,8105866,6780635,7296426,7780333,6988296,7562195,7191396,7098448,6909558,5971026,6430606,7927160,7567133,6304478,5798839,10159290,6428175,7667930,7417887,7241120,7332827,8151875,6313792,6829076,8595980,6410056,7914338,6320899,6488878,6818548
2021-11-11T22:05,9499376,6460061,8499901,6274659,8441664,9740190,7569097,7738396,7865846,7140193,6081649,7177406,7701875,6996297,7954935,8602917,7815024,7443237,7859623,7475508,8280473,6227797,7781811,7333699,5543780,8195874,8087684,7520830,5446092,6153408,7307079,7990650,7398109,8351444,8148148
2021-11-11T22:10,7376986,7355325,6690431,5927474,5478998,7306468,6405522,5499475,7322321,6304970,8310606,8790338,5974756,8193838,7534187,6970158,6559846,6440890,6566524,6712063,7856310,8604548,6539579,6702165,7990765,6681984,8864767,6973873,6771300,6535188,6691185,6329983,8150892,8613545,5814448
2021-11-11T22:15,5997212,6990410,7855635,6300569,8060478,6373731,8691202,8478480,7924327,5986474,8905983,7967915,7599741,9405003,6956450,5178865,8041442,8122752,6131936,7630065,8668753,5207657,6547679,8902632,6067196,7006135,8475499,6700035,7248783,7266235,6903357,6473691,6342824,6155971,8127137
2021-11-11T22:20,7376216,5771349,7044447,8701000,4831985,5804393,5018113,8009028,6101464,7425566,7723720,6718799,7701289,8534428,7526447,7457461,7954392,6255324,7836582,6214535,8983597,8044131,6092274,5463790,7004376,7753201,7470305,7019312,7447753,6128873,7708578,5916488,5773173,6172602,5946833
2021-11-11T22:25,6113639,6928441,6517886,8595435,6162489,8439008,9849770,7836768,7791762,5897634,8203979,5421335,5818998,9051353,8472003,8249649,7559800,9034261,7493319,6293040,6739714,6635933,9557896,6824675,8098130,6473020,7862447,8109836,8333758,5970531,7414508,8337188,7237501,6622050,9491736
2021-11-11T22:30,7963498,7856074,5613522,8090257,5134897,6172645,6465756,6599733,6401127,7841337,6769855,7674151,7786738,7509696,6242708,5421068,6173126,7060848,7855057,8727191,7442749,7431227,7728624,6634870,7987261,6486959,7596487,8192647,6922939,4904253,8154832,7302390,8216526,6445283,6331019
2021-11-11T22:35,7069411,7218835,7315236,6831717,7289619,7739255,8553363,6673909,4217759,6362402,8154621,5466202,5930948,7315663,7635962,8051271,6755326,6737832,6560360,8569990,8206485,6955161,7334353,6445470,8392131,6872182,7082495,7335569,5679334,7906243,6671673,9004820,7201809,5947356,6651319
2021-11-11T22:40,6555973,8419160,7281223,8380249,7876691,6056709,9653248,7073645,5539912,6076131,6775212,6932416,7814434,7949415,7143367,8587999,5998630,5520828,7343732,8059084,8516621,5890218,8637921,7783827,8391440,6549582,6834954,8072592,8535051,5800870,4966073,8873839,8413193,6768884,8394167
2021-11-11T22:45,7867415,7608165,8177252,7153993,6169628,6679537,7789230,7308673,6890253,5970387,7037996,7324584,6598687,6393151,8034461,8620975,6911863,5879669,7383724,7239137,6741590,7320194,7513075,7759984,5979469,6750923,5966156,5752211,7312827,6249035,8462190,7729536,7114690,7401883,8066203
2021-11-11T22:50,7450948,6227046,5026103,6752991,8061759,6119490,9063727,8042791,7548657,6711346,6769788,6911093,7640271,6821822,6894219,6622368,6736925,7994294,6973487,7221361,7459842,5971619,6421397,8728940,7169155,8117173,6556231,6882405,7293854,6725079,7725411,7413122,9774337,8032106,9017789
2021-11-11T22:55,8008408,7116474,8310710,6790295,6536562,6356452,8241626,6838052,5576922,4888211,5950349,6765974,6334619,7435872,6670865,6045212,7391493,6552085,6000642,7738641,7543959,9604575,5479485,6517336,6497555,5389184,5751018,8529845,6711849,6810200,7874095,7269941,7791574,8157153,6104542
2021-11-11T23:00,5565988,5608807,5781029,7200638,7476391,7370467,8895795,6762242,7174535,7889928,7771672,5917979,9063987,7143307,6474274,6129252,5946783,7773374,7686041,8409734,7203177,7801691,9212843,9609581,6863552,6788306,6891908,7644480,8522975,8031041,6125224,6599212,7568227,7388303,7873936
2021-11-11T23:05,6707675,8965826,9271390,8875338,6726405,8405394,9857298,9656290,6182282,8082556,6725352,6405545,8444747,7867908,9099069,8036073,6425904,4958236,7559932,5046334,8642215,8091375,7486668,6074863,6557121,5814469,7873184,7255897,6569782,8543834,7282416,9319408,7410862,7140704,7550160
2021-11-11T23:10,7438027,5776915,5626796,5771654,7223765,8692998,7913516,7262124,7168695,7486715,10218828,7372922,8506288,7655316,6882039,7443517,7327953,5918237,7958950,6495019,5500935,5376489,7678797,8077585,7512896,8399503,7736163,7711420,6664938,9473074,7645638,7904723,6946113,8328183,7359674
2021-11-11T23:15,7897860,10011612,7817573,7285877,7540852,6748265,6750630,7353863,8110432,7290246,7528816,6944164,6900636,9587225,6390447,7733669,8021036,7930761,5980485,7923908,7347967,6172249,7451602,6743676,7548997,5733619,6872034,8277805,7094633,7887023,7174084,7832435,7371526,6887267,7897336
2021-11-11T23:20,7922910,6513672,7041684,6811767,6867680,7781892,8420939,7367505,8090576,7440098,7219057,6320153,6151138,7521778,7527417,6929523,6262989,6916600,7864152,7810437,6663096,8047218,7263812,6719038,6917282,8379433,6099414,8474883,7511208,10153742,6305834,8581434,7151183,7812091,8239224
2021-11-11T23:25,7987490,8045364,8009388,7249493,6043954,9369301,7664506,8354147,7113621,8343667,6350292,8213785,6450041,7387109,6525844,9057495,6801256,6437291,8070767,4413095,8353344,6863490,8497008,7427253,7525561,8987432,7245312,6470159,7395352,8906628,7899414,8151603,5622365,6917719,6969239
2021-11-11T23:30,7797293,6055903,7889298,6962834,9014999,7396734,6331241,7005483,7160873,5687933,7138384,6796451,6996490,4710142,7278127,6215068,6160545,8496902,6762079,6995933,6653342,6774382,8301628,5308922,7541789,7323545,8288249,7822127,7559013,5310829,5812618,6328761,7524588,6165384,5801401
2021-11-11T23:35,5929136,9186571,7059099,6345437,7254674,7268131,6851616,6900576,7194669,8268423,8414945,5508396,7452982,7356868,8193923,6337705,6351190,8605653,6096648,7169905,6997455,5248622,6739135,8070216,8436045,8223830,9058936,7468819,8540159,6297778,6920548,6599671,7135307,6993716,7932202
2021-11-11T23:40,6836771,7126190,6651102,8373194,7068438,7069652,8274720,7723962,8918952,7984867,5934202,5868343,6058461,6879286,7144322,6729678,6930845,8109837,7846538,7445593,9757646,6437856,6800811,8989165,7658875,7263192,7896323,7796091,7663867,6650862,6762668,5866009,7841532,6296023,8599352
2021-11-11T23:45,6735697,7242881,7700608,8984283,6319038,7907057,9600220,6751029,7081469,5783810,7963857,9223968,7367893,7252505,6169212,5826920,8674670,8332739,8881153,6530363,8880291,7130356,8811031,6964808,6934943,8107785,6204616,6137819,8950770,7162495,9968123,7058117,5977699,8843558,6084956
2021-11-11T23:50,7369989,6958591,6856896,7260354,6415261,7407543,6731624,8983869,6926839,5864908,7275231,6614118,6580356,6133322,8014509,9457180,7566707,6819028,6379629,7183519,7059235,7757220,9008491,8414283,8263884,6955101,6066918,6262739,6257117,8378222,5716346,7770971,5518909,7520303,6823733
2021-11-11T23:55,7036430,6880823,6270023,7880666,6274095,7354265,7980573,9714065,6765002,6347748,4649638,5630828,7119787,7417254,7636585,6749902,6300627,7938307,8463429,9111537,7577493,8488928,6653308,6047125,7969113,7812906,7513829,8467342,5417744,7842851,6158240,6451186,7794757,8969931,7524680
2021-11-12T00:00,7358410,7580620,8128840,7084852,6689010,9043137,8127342,7279679,7390766,8824847,7675904,8563312,7654261,7673438,7139375,8869688,6455783,6928549,7702070,6361783,8389247,6896755,7979930,7103549,8161265,5779468,7037913,5966199,7315620,9827410,5275857,5434871,9208409,6557314,7489638
2021-11-12T00:05,5892821,8077868,7272939,7900138,7839751,7204441,8478216,7234027,6802295,8091903,8545948,5884615,7931283,6441779,6579879,6609177,7995584,7198780,6729353,6556315,8254561,6899689,6721302,6395491,9376042,4717022,8089049,7081512,7031590,8527751,6602726,7707479,6885339,7221655,6771536
2021-11-12T00:10,6474760,6192843,5783979,7189542,7594296,6713829,6935426,6528275,8485152,6908698,8793753,8004431,7166354,8249338,7329465,6553364,8273880,6510571,7509058,6796419,9772767,5854824,7513587,7275825,9020564,7797423,5081514,6584941,6506078,7506120,8311565,7814036,8266710,6008211,4900074
2021-11-12T00:15,6859892,6272077,5187063,6928437,8646198,8160011,7602504,5633905,6218306,7150726,5337362,5883319,5856319,8311550,6074300,6329006,8044800,8243699,7048891,7279710,8005255,7048894,7773142,7214102,7724838,7761678,7421348,7718953,8986164,7835872,7773587,7557702,5519599,7521420,5946201
2021-11-12T00:20,6826459,9757959,5682822,5595476,8980731,7615900,7074424,8415554,7025810,7081967,7774072,8425966,7942521,6899848,7276805,8544736,8128280,5105810,7502203,4779322,6666408,6161649,8184371,6278374,7886190,6488886,7651472,6869644,7002384,7541931,7099059,8766650,6128711,6167812,8490836
2021-11-12T00:25,7552614,8033381,10017615,8360639,7256299,7670318,7582904,8868249,7888135,7331947,7067265,7473923,7248427,7924447,6211146,7628808,7005814,6212735,6125602,5821486,8462088,6566916,7167469,6298088,6664250,7923908,5239590,7873153,7965051,7137159,6924754,7463567,8559251,6251432,7137228
2021-11-12T00:30,7900374,6524148,9777349,6498226,8527949,5087816,7572594,5440588,7442518,6202186,7140158,5978003,9084268,6185107,6880444,5441043,7509328,5951827,7023441,6854425,8079133,8810376,5939145,7528572,7301627,4722607,7443810,7808747,6653029,8304438,5428447,8271580,4815230,6741435,5650037
2021-11-12T00:35,5937980,8456189,7782746,7100661,7908397,8542765,5971106,6838040,7400092,7782995,8651751,5743070,6581902,7818168,7581066,8161325,6182690,7021282,6882844,6555970,5616510,6610928,7686334,8649993,6410813,8228844,8238251,7246877,7847086,6714265,7117478,9359569,7993365,6175528,6981008
2021-11-12T00:40,6763584,6410334,7408158,7428585,6470818,8238811,6555741,6942961,6463584,10569858,7153386,7363352,8083379,6139796,7184193,7024723,7802553,8780344,7466138,7227437,7935434,8001294,7609732,7609792,8662141,8328954,7566203,6421124,7713361,7064249,5934943,6500352,7099781,7134435,7450869
2021-11-12T00:45,7121597,7935828,6836620,7747763,7943362,6992127,8378485,7713684,8342677,5823355,5089823,7867439,8669141,7967505,7732203,10730010,7459225,8555047,8311858,7441837,7275582,6840201,6678466,6993404,7489831,9040872,6526645,8492006,8789915,8045246,6388706,7184258,4762214,5392534,6496640
2021-11-12T00:50,6641149,7472698,7762163,7705169,5250992,7423103,9031929,8184657,6751007,7775184,7703799,5450010,6553878,7900968,8401054,7527684,6882646,7293129,6091536,5830075,9179082,7215700,10337436,8796345,8119693,7585603,6551494,7722541,5689457,6862606,6474846,8459751,6433262,8872487,6681254
2021-11-12T00:55,9114946,7803500,7868303,7218481,8326883,7120213,7048253,7415171,5899634,9118886,7270408,6194390,5832572,5920419,8406277,8797360,6889325,8014012,7658981,6444681,7412197,7298378,7226240,6701194,6818615,5795738,5896765,6327120,6940580,6252887,6148222,8250581,8997996,8053747,4999778
2021-11-12T01:00,9587401,7663407,8200970,8315506,7072906,7072502,6519700,9728618,7530525,6044454,6228514,8384196,6906884,7069457,6808439,7428588,7826352,7548649,9258858,6450768,7502766,7209445,7192420,6637937,5772625,6476417,7054600,9837785,5706680,7980126,6429100,6188238,9277385,6838341,6883575
2021-11-12T01:05,7911828,6146794,7068807,8604993,7795053,5740142,8789535,9327716,9072617,5594519,7713624,6761765,7283701,6531292,6294801,7019387,7504071,7213334,5799843,8541149,7577369,6645145,7314281,7513510,7998025,7359955,7942445,8064910,9435911,6641734,7526694,7572137,6333629,8146001,7415479
2021-11-12T01:10,7203264,6352522,8409508,8492103,6669357,6738262,6834452,8212040,6558378,7164522,9285135,7675227,7352842,7260406,8888559,7862969,6762741,9244279,7764917,7168741,7273252,7772063,10643794,7178966,6602801,6639417,6820694,7660343,6602518,7295570,5562460,5668688,7307591,8170447,8063287
2021-11-12T01:15,7303911,6054765,7403564,7757590,6593524,7524286,9174335,6615763,8583040,9087765,7179714,5601476,9171945,7516097,5643960,6168371,7814811,8696625,8148639,7862291,9387706,7240800,7630976,7856671,7970780,9408744,8254902,6512050,6335107,5727201,7513390,6001952,6153666,5868201,9156368
2021-11-12T01:20,5835866,7981119,8889497,6860194,6354369,6211832,7730004,7577545,7347835,9330362,7851867,7364602,6335938,5732779,6699064,4958084,7287305,7365415,8222538,6234887,9848118,7075507,6060462,6223915,7565407,6849372,7880834,7767902,6381471,5613343,8431816,6773265,7406834,8409615,6606197
2021-11-12T01:25,7940376,6191937,6516452,6593973,9164235,7693476,8760459,7478265,8208368,8032482,7259626,6839252,6058871,7909234,6267474,6646684,8167244,8084285,6907834,6536973,7074232,4929611,7416028,5491366,8126216,8650849,6748847,9283751,5723021,7436296,6367062,8011006,7912822,6264187,6876984
2021-11-12T01:30,7886357,5853977,6430178,7658562,8728044,7487773,5859441,6345057,6468778,8137654,6949084,9412086,9281800,7276591,7466405,8668378,6525369,6484973,6839699,7448000,6318314,7814028,8216433,5826606,6431904,8512498,8322812,7402522,5838473,8748238,8974333,9166283,6617009,7386089,8719797
2021-11-12T01:35,5967079,6205555,6293905,6700952,9022073,6882002,6362144,7740265,8264474,8084532,8210842,8184951,6722927,7498167,6219993,7213008,6851457,8393358,7526327,7463876,7526696,8018003,6773196,6029686,7608135,5927670,6220547,7363490,10547603,8594411,6890509,7676079,6886529,8451752,8658059
2021-11-12T01:40,7558013,7308966,7120677,6975825,6490042,9415904,6548460,7308293,8387644,6440518,7703941,7730876,6046300,5815136,8326207,6412830,7371584,7719375,8715681,8198899,6738979,6081008,8680180,6866040,9924421,8074075,7875809,7188238,7990034,7881124,9274277,8273262,8461704,7890045,6508579
2021-11-12T01:45,6437734,8471942,5725465,7685737,6682851,6866833,8027134,7231527,7296260,7408207,6126619,7017110,7275562,6892928,8823923,7096605,9721475,6205957,6732305,8005175,7703792,7669145,7259323,7566294,7809161,8797166,6795382,8267964,8209389,7852646,7752500,7218539,6236869,7044959,8047457
2021-11-12T01:50,7059746,6784124,8302317,6950750,8335234,7612187,8059817,7790493,8591893,6191283,5654874,6107039,5967611,5492415,5976685,6707049,7661537,6326375,8015867,6766501,4252058,6020701,6820229,8053610,6780111,5295637,7996312,8234479,6625864,8598869,7793743,6387007,7311140,7646700,6992068
2021-11-12T01:55,6684947,6687187,6868365,7896817,6906742,7723346,6154716,6068233,8463080,6861600,9424431,5921886,8271429,6788107,7478753,6484232,7479477,8106105,7392097,8071614,7146222,8171784,7506671,7887331,8315392,8771941,6431304,6740668,8028597,6200896,8065664,8303894,7561585,7873302,6578636
2021-11-12T02:00,7594284,7795335,7403615,8001587,6974605,6631837,7178709,7343803,7555315,7470712,7251683,8627901,6514803,5994186,8786842,7122579,6766410,6735261,8950515,8116279,6945502,5737260,7690486,8588117,7198779,6089020,7586441,6660895,7879757,8638850,7457721,7426931,7880439,8286663,9151790
2021-11-12T02:05,7496362,5803492,9907339,7259102,5548822,9644415,6088470,8370160,6021390,9340944,6477423,6746783,8654615,8794662,6569705,8592383,9184056,7453005,7978089,8954352,7400468,5858102,7386878,9112012,9514035,7286422,8261418,7435539,6489408,7645672,4901795,6719526,5677529,7594926,7072520
2021-11-12T02:10,6069419,7732300,7056530,7549438,7148730,7389666,8031065,6849076,8131051,5653113,7900347,8328828,9392568,6921378,7190682,8205333,7357061,10329290,9389152,6837540,8384609,6405465,7027215,6910646,7532417,7117183,8110559,6924652,8512257,6053565,6823573,8038265,5700058,5985388,6164283
2021-11-12T02:15,8016592,7512535,7237420,7663901,8242030,6681293,7868685,6821839,6403098,6699440,8207703,8125491,7770575,8222277,8287518,7488018,7074368,5449954,8556971,8975814,7235480,8058392,6795597,7253639,7492260,8026288,10836186,8024846,6422306,6722872,6672612,6753003,8857014,6792433,7586253
