mtime,AB,AM,AO,AU,BT,BY,CV,D,EH,EX,F,FT,FZ,GI,GT,HK,HT,HY,IK,JT,K,KN,KR,KT,LM,LP,MP,NR,NV,PU,RS,ST,TW,U,WX
2021-11-16T07:10,7024946,6159809,6693853,8089501,6841592,10051033,6807409,6794736,9822415,7830750,7969300,7162388,5600751,7760642,5520236,7672216,6862537,8433323,6700236,8578879,7384519,6789507,6732831,7134188,6586192,8445645,6497924,7723252,8926400,7239070,6507508,7301168,5999291,6430391,8115698
2021-11-16T07:15,5957740,8063040,6256373,7530346,8755629,10034002,7505948,7421535,7691995,6722057,5296068,6938415,7770480,6679315,6238171,7242057,5800137,7114452,6328344,8339809,8446726,6394929,6717132,7570940,7114884,7683862,6800165,6652299,7422312,6712954,7301497,8598803,7614903,8286845,6590938
2021-11-16T07:20,7008278,6977892,4731397,7436554,7570800,5857107,7381259,6913107,5719269,7987558,7319933,7204254,7216857,7902740,7980557,6676959,6965969,8963292,6419040,7815107,6627246,7880969,8296695,8766288,6435479,8347288,8283898,6107312,6648414,7907999,7142085,5541254,7026280,7702766,7624452
2021-11-16T07:25,7137311,7635906,7880933,7238583,7356845,7845695,7629824,7662083,6878178,9171927,6710535,7610245,6352434,6971941,7243231,8041943,6146184,7326999,6893184,7472052,8887830,9631991,7708048,5694669,7306667,5612180,7935171,6496587,7304266,8262771,8780910,9796223,7329602,7881693,7305186
2021-11-16T07:30,5849192,8618953,6817534,7001558,8285479,7995444,5826492,7728004,8881950,7119602,9181322,5482859,7734831,8256724,8038164,6269495,5788202,8317108,5968622,7822519,5997410,6090349,9494423,7598870,6227904,6342305,7666670,6260878,7397978,9031827,6486530,7064114,7968785,6846221,7451780
2021-11-16T07:35,7081326,8950502,6658643,7235313,8197751,8198648,6385406,7202608,7240212,4517136,6769772,6809657,7032319,8199981,6525629,10370960,7138983,8171099,7076171,8012287,5455780,7387698,7107069,6300783,8436797,6710793,8752581,8247709,8255248,6810497,6444888,6681966,8020519,7591992,7567847
2021-11-16T07:40,7586888,8828510,9592558,6722337,7941156,6178755,7733903,6986346,7217220,9138076,7174112,7393816,6753285,6217632,6653829,7772623,8907702,6050982,8884880,9444227,6505838,6863436,5633583,6719381,7257341,8909387,8455867,7803216,7952607,8108505,8822287,7231692,8767893,5113175,6907731
2021-11-16T07:45,8114765,7600385,7183924,8479763,7946191,8014556,8198937,6824218,7202901,7874646,7516920,6837073,6175042,7351084,5032132,6648749,7311259,7329419,7297712,5484670,8015042,7709197,7394016,7566997,7124538,8097578,7279928,7247772,8259538,7305346,6606140,10332010,8676049,6564950,8820382
2021-11-16T07:50,9640958,6134989,6804147,7658213,9730099,5935080,7168706,9016540,9489291,6486140,7408996,8043123,7579048,7565740,6371813,7602542,6638945,6148994,8219939,7214506,7840401,8557013,8184379,7477730,6762696,7292415,9279334,7620947,7252201,7173116,7712173,7206968,7827728,6960342,7746532
2021-11-16T07:55,6580488,5964666,7595665,7773008,5923949,8963826,7467823,8892200,6881481,7403392,8921084,6702564,7254237,7731510,6866728,6974509,6715381,7928980,7090849,7802176,6799586,8598813,8978960,7625681,7414573,6445415,6421306,7752143,9568512,7880111,7046107,6623338,7121676,9740671,6713303
2021-11-16T08:00,6366969,6941261,7307392,7235766,8608955,7200839,7015583,8152395,6062796,6973130,9473845,7977981,6409140,7203077,6381043,7379572,7668678,7561431,7958483,9129169,8719517,8290507,5898418,9368221,6268493,5514361,8186619,7666201,7870096,7417275,7174910,9499437,8983356,7641849,7643330
2021-11-16T08:05,8217663,6625291,7292215,7728040,9608221,7594056,6256977,9457793,7059940,9064291,7471269,6748941,7477680,8058810,6349935,7189941,5925277,8781805,5926030,8409565,6390782,5680245,8310770,6869180,6027287,6694731,6770925,7491832,6563322,6926826,7049761,6269850,7804232,7909859,7288055
2021-11-16T08:10,6010183,5813746,7246611,5160809,6387807,7588406,7277603,6814794,7489341,6365669,7071047,7151354,6018017,9056397,7862067,8320819,5894943,7247092,7426039,7338060,6947557,7885707,8988998,7889857,7869654,8549056,6242054,8760289,8397681,9148626,6862079,7903433,5885315,7235674,7670946
2021-11-16T08:15,7508042,9191996,9124234,7944642,9588821,6236543,5809128,9446274,8280557,7801594,7281235,6299701,7875578,6317632,5992312,7182292,6486859,7662780,7555423,8028574,7030130,7027219,6817857,6104694,7281037,8742605,8995541,6968252,6339088,7037962,7109289,6621671,6785040,5967530,8084158
2021-11-16T08:20,7497019,6608624,7085558,8012699,7144403,6870325,6701890,8525003,8848939,7733399,8655337,7850567,5972494,9393932,7442349,6561381,9363537,4546442,9636130,8523493,6640732,7566537,6735824,7252712,8717938,6893576,9308585,8459227,9044074,7886931,7979676,6496554,7093666,8083754,7519731
2021-11-16T08:25,9019937,7776660,6704035,8261526,8557702,8654219,7647143,6052907,7394152,7366102,6327354,5775251,6049962,8807781,6588003,6319834,10924667,6252563,5953766,8309098,6792654,7035541,7427075,7833324,7300827,8288586,5422157,6691942,7019163,8599339,7134139,5597795,7980976,7613973,9477479
2021-11-16T08:30,7522677,6991918,7366744,8807083,8474385,5280074,8318908,7729032,7856252,7857156,7889832,8841758,7291501,7767700,9171070,8511501,8487327,7522657,6240585,7689789,8546856,7037023,7700011,7435261,7842009,7240525,8453970,6364744,7378287,7579450,7892885,7317832,8452139,7570943,7881285
2021-11-16T08:35,6773686,6082784,5466484,6543169,7198350,8476433,6890518,6681580,7099408,6794406,8350905,6972531,7065168,6613153,6977891,8727764,6830412,8308515,8731529,8567064,6861873,5349852,6293986,5729630,7214481,8307125,7484169,6649421,8884100,6297200,9211646,9151376,7640102,7417034,8233684
2021-11-16T08:40,5014986,7400036,6405084,8907067,6677502,6995834,6890807,7568297,7272353,7184523,8669304,7346220,5556971,7086814,7047712,8315005,8462473,7012609,6890470,8091247,7311835,6529757,9524783,6023635,6844588,9660807,6957067,6964805,7587877,9294012,7255063,7634227,6546645,7121408,8278270
2021-11-16T08:45,6814129,6608744,8469159,8152535,8128376,6293396,7112077,6460020,5872654,7826812,7861507,6892281,8520260,6620346,7587044,9652300,7273445,8551566,6045131,8295910,7712783,7463605,7843669,7071341,7053307,7439281,6666946,8110591,7985714,8268399,7505897,6434215,7193845,5425917,9107852
2021-11-16T08:50,6644829,7410279,7236887,7166653,7720704,6885140,8445153,7129714,9162807,5857068,8488077,7750711,7662344,9210193,7386101,6998850,7305545,5747240,7390479,7211532,7967104,8252429,6498704,7259214,7715592,6838853,6903641,8442917,9289468,5430726,7781285,6485680,9031402,7179075,8332246
2021-11-16T08:55,6284586,9484734,6953797,6107260,6495577,7498433,6469109,7418383,7005033,8749434,7901527,6871734,6537149,6727084,7800333,5558309,5263166,7966575,5712038,6791458,7325249,6304135,6584162,7995920,6401964,7048448,8838268,7652908,6422714,6675961,7197091,9211898,7679746,8110277,6231639
2021-11-16T09:00,8070147,7550081,8917907,6098925,8360404,6103989,7599648,8736040,9581275,6911786,6631053,7069948,7885246,9018414,6620790,5933240,7408513,7431097,8249692,9033850,5565543,6847612,6577901,9575775,8571859,8011734,7929196,7982442,8570905,6841116,7088404,6202926,7662513,9254286,7985167
2021-11-16T09:05,6778833,7236702,6079458,7030360,6258381,6506635,5788708,6550157,7508209,7519314,7726265,7002140,6599698,6496021,6642952,8303947,7488122,6196860,8438022,6560708,7893871,6506064,7628791,7664943,5974454,8277963,7656784,6643061,7074259,7125138,6073901,7534088,7810372,6032019,7311418
2021-11-16T09:10,5485389,6726575,5651313,7631234,7578390,7916918,5971533,7063816,7333605,9218033,7548378,7339822,8240622,7434558,5847860,7074160,6124300,6294570,6832175,5996647,5931328,8224488,7214078,8439369,7798716,8482906,7372641,6859814,6423664,5425847,9377500,5077321,8149907,7282385,7939024
2021-11-16T09:15,6463836,7730929,7077716,8335102,8601052,8752635,7514834,8606251,8425299,7535955,6347058,7023615,7805562,6302845,5678584,6839190,7047520,7338316,8799174,8966366,8174959,7465304,7294092,7971492,7360166,6609566,8711473,6586265,8724826,8103997,6306031,8817222,8945537,8769944,8136637
2021-11-16T09:20,7823385,7505493,7238981,6105333,7393574,7663615,6513682,6774469,7554189,8706966,7709705,7453692,7956011,6905483,7599761,7743263,7384202,6915448,6789777,5209023,6737086,7436565,6174934,5528773,6721068,6786177,8251616,7852470,8437933,7124490,6328412,7757589,7089009,8071888,8091368
2021-11-16T09:25,8474330,6416792,8507230,7238458,6620362,6135491,6334963,8303363,7363244,9421106,7285656,6199785,6858346,7644887,5848909,8848579,7697575,7439378,5477150,7653458,6359586,4976715,6386658,6983256,7470653,7863099,6138058,7804826,7218762,7291798,6299941,7199216,6279582,6657112,6963084
2021-11-16T09:30,7314934,8922583,7728311,8343013,7182978,6939050,6749610,6601817,4791049,8660670,6694441,7217109,8534588,7909731,7541786,5612143,6846818,8585831,7921982,6909893,6747046,10958607,7130368,6034271,7475769,6788887,8594599,7269708,6928355,8267543,5905865,9378505,8173728,6416280,7385694
2021-11-16T09:35,7964138,7349236,8801546,8114016,7963556,5792431,8222617,7049588,7397273,5718639,8111208,6153635,6603856,6746132,8775840,8797577,8044880,6322994,9430301,7837551,9422528,6366753,7821955,6792645,8027245,6583557,7688390,7383074,7216529,6239886,6343334,7359632,7724129,7289990,6782284
2021-11-16T09:40,7292589,7161527,6258356,7007746,7455660,5625670,7493460,6746761,7694147,7616299,6702998,6767152,6831440,8593064,10273197,6942853,6707067,7344892,6728751,8937561,9537776,6371682,7069713,7476743,7220200,6152626,7346113,6723670,7551751,7358735,9666211,5916524,8112052,8980128,7895984
2021-11-16T09:45,7626490,7412641,6438810,6563570,7257613,6509134,5229490,7432251,6995498,6618757,7130346,5607684,6008240,6891304,5941098,8253153,6613750,6824134,7498702,8248375,7978271,6351347,6915495,7677507,8301296,5765397,6911324,6769739,7834870,7187593,6454908,8717076,6636878,6392384,6408757
2021-11-16T09:50,7360410,4748752,5692944,7696096,8490444,6773831,7665480,6682291,7234659,6935088,7381598,8284970,5601666,7506371,6106669,9360639,7432802,6180021,9760424,6345422,7182041,7241960,5160414,6276211,7099914,6337456,6682825,9661903,8031849,6307775,6341565,7699418,9322022,9525488,7751598
2021-11-16T09:55,7364571,8039122,9067660,8562291,7896665,5537434,5576661,6170243,7842381,6961342,8655959,8196999,6427917,8781978,6157192,8139218,8696149,6615354,7114651,9474864,6487226,8282037,6670973,7968284,5434261,8882460,7303584,5903980,8312065,8668225,8017267,7051596,5719597,6381624,8976886
2021-11-16T10:00,9236384,7895364,8993659,8107531,4756439,6280337,7540066,7541776,6556965,7028779,7508949,7055564,6324735,5225588,6825471,7394091,6884569,7922433,8589370,5968161,7874348,6882642,6681460,6747187,7739724,6593612,7182777,7692918,8066965,7481746,7181619,7654377,6076524,8546732,6397764
2021-11-16T10:05,7488941,6101454,9740152,7298479,6435847,6283013,9558755,6197497,6766802,5841113,8045625,9386284,6991752,8185918,9835677,9732202,8238583,6041207,8070929,7284177,7551987,7152620,8984409,5721655,7263968,8509515,7798358,8024970,5919026,7196382,7622174,5775931,5561601,7557869,7537326
2021-11-16T10:10,6863721,5487717,7991130,6609260,10443346,6824384,6438430,9294891,6531653,8011886,8486779,7694796,5834800,9968127,9557015,6646362,5750631,6493149,7358713,5975008,6762771,8650062,8380806,6966647,7063833,6748432,8772758,8326578,7580662,6794435,5332120,7858013,6946047,6150287,6735299
2021-11-16T10:15,6955013,6510044,8429359,8134620,5889726,6490911,8516178,7863963,6694491,6798087,8535446,7124892,7615083,7494668,7096306,9215756,7554873,6520056,8683287,7170020,6140246,8405056,6252362,6179841,7209440,8235225,8855228,7958126,7655312,8829380,6316075,7134174,7161775,5793037,6353159
2021-11-16T10:20,7002705,8027558,6416131,6890539,8504246,7554682,8137006,9658983,8731491,5835092,8359525,8044975,9018145,8403660,5859110,7536428,6479535,6714089,6310673,7710925,7333235,6269230,6988331,8906546,7594349,7317003,7625238,7018012,8731050,6867095,6900077,6353715,8409670,4827545,6396916
2021-11-16T10:25,8263619,6105316,7952621,8154662,5760812,5822398,7549058,8384717,7613676,7381653,8876794,8484152,8910867,7814774,7255225,5412842,7455097,7647535,6685299,6883956,7137394,7785204,5868982,6094237,8234822,8668336,4662485,7800557,6867158,6676405,8626635,7138128,9131924,6760982,9594288
2021-11-16T10:30,7280612,6538497,9027352,6543444,6102194,8353615,8118119,7895243,6884528,6752634,8457977,8624580,7209751,7654113,8861679,7575135,5573276,7413746,8497288,8512261,6082086,8539750,8003414,7497112,4688599,7584002,7225252,8547750,6660802,7391625,7790610,7771487,7398510,7102053,6475474
2021-11-16T10:35,8468325,7809126,8466699,6487259,4538999,6855409,6587743,6681801,7281779,7951582,8097887,6260358,6696320,6950893,7179359,5946582,7853118,6108950,6334545,7057804,7102794,6507080,8551772,8480471,8459509,7528719,7164692,7574555,8470422,8545712,7133909,7341206,8009832,7940249,6366453
2021-11-16T10:40,8087381,4974008,6212575,7279336,7055304,6809665,7902530,7976376,5725788,8323725,8063622,7687442,6685176,7169321,7945090,5544543,8796559,6116765,6340600,8475634,5671363,7354216,6091049,7280727,8203547,8462346,6364741,7056468,8728629,5870980,6432772,7751169,7234921,6902556,7659355
2021-11-16T10:45,6205719,7608988,8743063,8620202,8258401,8118946,5478465,4143514,7651874,8719631,6062269,6807284,7544661,8010636,4610487,7200593,9427877,6395148,9111393,7505404,6945243,8415385,7635606,8174699,6281083,7619882,6514734,6981668,6054241,6844215,7903449,7420406,6328150,7970012,6403951
2021-11-16T10:50,6323822,8190281,7993439,6380794,5543722,9238587,6484897,8618529,6469549,7669830,8518537,9057647,6176829,6437302,6860903,8563232,5668524,6453673,6882201,6836398,7857670,7200086,5691680,7389133,8949649,6163025,5202053,8022895,6710526,6393237,7070091,6450940,8554761,7657424,7103678
2021-11-16T10:55,6686939,9539151,5769899,5795663,7671026,8959361,6765768,6704540,7297523,7835975,4637418,7782755,8639685,5235536,6439189,8786736,6462296,8599920,8540491,6494227,7145155,5713486,8314206,7429383,6719947,4964673,6810551,9566159,7043723,8702516,7551263,7514740,9451367,8017650,6914661
2021-11-16T11:00,6740830,6654601,7432763,6647388,7470001,7465572,6468842,6471935,8944125,7029120,7040328,6634297,6647798,7234824,7587447,8282380,7346505,6096675,6997208,8143944,5735378,6486379,8074615,7214623,6360376,5725522,5716334,7751178,7955151,7131695,7617604,6391896,6635705,6357559,7153509
2021-11-16T11:05,7906496,7218025,7312785,8343639,7890944,7543392,9882742,9509082,7668462,7113894,6343670,9494180,7431961,8073500,7241466,6963764,7167136,7604550,4831185,6387012,6877093,7513132,8608750,7388953,6585263,7905618,8321643,6393141,5565836,7895030,8201031,7583630,7938233,6648345,9229324
2021-11-16T11:10,8306911,9503769,7376239,8779410,7359937,5915865,5661221,7319173,9103202,10403627,7159451,7483317,7008668,6948814,8460295,8914597,7090484,7331060,7100375,8539237,6644927,6709740,7179757,6633232,6528815,7203676,7605596,5608855,8832386,7880449,6756381,5976239,6519297,7339000,9270542
2021-11-16T11:15,8203388,7380868,6093171,8190702,6705236,7796335,7145303,6060740,8519025,7990154,8648432,6063766,7089656,7565393,8468639,7776360,7649206,8116125,6285830,6929095,7703938,6899680,7453732,8362763,8767496,9125102,8363536,8701368,7902663,6134531,9581897,5990501,7641082,8594088,8155587
2021-11-16T11:20,6314015,6734170,7297561,6752484,8470961,5650153,8940006,6425779,7971625,8460601,6643516,8053701,8471886,6397846,6628299,6739700,7582796,6810143,6649041,8964208,6531286,8218532,7660427,6944062,6155663,8613530,6223977,7317903,5659760,9163018,8151807,6890894,7451992,6328735,6043531
2021-11-16T11:25,7867828,8513128,7466093,6464010,6677974,7002963,7625952,8844827,6811756,5877978,6692081,6112437,8410860,5610217,8608957,7085675,7162642,7948728,7648736,7522990,6890563,6399020,7465758,8526002,4623674,8111328,7718239,7090200,7769628,7302701,8113183,7499840,7650364,8581220,6559234
2021-11-16T11:30,7835658,5803518,7289431,7340656,8864698,5757748,5776203,7022098,7164282,6221614,7639620,5998210,8080950,7346700,7992837,5727428,7911639,6417531,7289353,6139425,7219731,6088622,7004222,6910268,7150733,7519976,7262910,6613264,7543687,6989593,10996650,6722020,6582040,8106274,7551632
2021-11-16T11:35,6817075,8650507,7641673,8006395,8575312,8037447,6323726,7478234,7572968,6051061,7732579,7366197,5752272,7782762,7473777,9431508,6668322,7028474,9466979,6335069,8752161,7113818,7779491,8632142,6254469,6724598,9513981,7949552,6808703,7576105,6508125,7053612,7527831,7801825,7621008
2021-11-16T11:40,7752116,7015161,8669989,6769772,8072315,6726521,6169010,8059342,8530251,7436751,8454942,6372022,8248106,9490590,7071147,6385764,6430681,6775034,8485641,6505733,8385745,6859476,8573577,8327336,7146298,5204441,8606943,7142954,6725607,4725222,8586847,9340398,7754136,6676692,7309272
2021-11-16T11:45,8406074,8391131,7551037,7022875,6694094,6964049,8047862,7358055,5908983,7465105,9036752,6506021,6876716,7247496,7629435,8266755,6219827,7891450,8123649,7172223,7797900,8798757,8278025,7892639,7635176,8461117,7793190,7081666,7409167,7257409,5640489,7662177,7684910,8628831,5964141
2021-11-16T11:50,7290851,9145615,7245657,7316789,7334876,7752273,8131710,8677596,7647266,6325564,7353010,8612919,8048715,7359418,7460917,7873697,8676282,5920376,5953312,5808651,7455438,7899755,6038066,9056064,6607750,8522642,6434690,8205107,8562635,7699564,7764205,9051978,5149650,8023228,8535535
2021-11-16T11:55,5651865,7997082,7489082,7355614,6692340,6897794,6282888,6649550,5913477,8152704,6557517,8192015,8748729,6613492,8426986,8580830,6926071,6966506,7526559,7193221,8972464,6685960,7805016,6696676,10152972,8473107,8685771,6422660,8667394,8159355,8439485,7604159,8177097,5315698,6641760
2021-11-16T12:00,7019744,8932922,7788209,8360290,7278683,6849586,7687729,8059977,7807122,7765186,7514379,6901222,7160017,8484898,9589828,7606477,8823288,7414594,4637519,6008358,7972749,6760824,6648489,7216842,7772757,7791321,6110178,5951148,6284473,7420396,6819050,8777617,7947600,8117438,6785589
2021-11-16T12:05,7013075,6443700,8368747,6778976,7229206,9627241,7870454,7861814,7082754,7453981,8336190,8481397,6414781,8588567,7192034,6607924,6831847,6077216,7279920,7442735,7449658,6460480,5837237,8147024,7483230,7285767,6930508,8001120,6906100,7980163,8592281,7812731,7681196,7229030,8828838
2021-11-16T12:10,6841326,6088418,8363369,7192597,7153227,6573375,7493560,8569555,9200190,6744099,7917547,5617689,7575134,8239980,5428259,7729484,8201141,7395039,7677449,6248468,8130545,5777540,9449881,7326263,5236623,8259211,7373011,7502309,8768621,8099675,9237565,10156627,5669359,8200211,9495264
2021-11-16T12:15,8573736,8251807,9328532,6731149,7502896,8138753,8599179,6925666,8146115,8632537,4901928,7245288,7122980,6437969,8276750,6723077,7587771,8107061,6599403,8584460,5253781,9115373,8065759,7611797,5455787,7325351,8622354,6392275,9114783,8950643,7192082,8051590,7402096,7683296,7783974
2021-11-16T12:20,5722766,6109720,7293795,7564637,9392071,5968581,7763179,8251165,7939521,8449016,7636567,6925460,6824045,6840205,8730146,9028181,8303767,7586709,6251691,7409308,5707759,7200405,8484455,6930568,7638147,7770062,8266716,6558386,7557848,7656065,8072507,5725189,7571468,7931446,9350833
2021-11-16T12:25,8876461,7610976,5772597,6281065,7042214,6526297,9250047,6410736,5067818,7472945,8563674,8885443,7174790,6459330,7430350,6494882,6552275,7267103,4722453,7021786,10364786,7822728,7633025,7949792,8056409,8081967,7935299,7267541,5506355,5267050,6281159,6776022,9242848,6745273,7414463
2021-11-16T12:30,7296707,7989545,7009049,7299160,7470982,5394951,7497758,7541311,6393751,7644236,7652319,5854213,7967424,8642085,6101217,8214613,7400212,6508725,9672711,8670686,7369565,7822518,6094395,8242094,7449157,5315189,6802288,8145122,10521162,5350609,6006612,11197811,7792753,7594513,7625902
2021-11-16T12:35,7047451,7410742,7676930,6774115,8221562,6581393,7091120,7843979,6329305,6990475,5895283,7912563,8086819,7347516,7387700,6309552,5428138,5809903,8027454,6919592,5455733,7096689,6680644,6957429,8047462,7785325,7573223,8102433,7245932,8929006,7506866,9095636,7793678,7845071,8269477
2021-11-16T12:40,7498339,7176646,7953517,7905099,5794757,8644875,9814955,8411677,6260897,7383867,7275038,7671076,5085386,7318056,6658727,5246983,6771995,6169933,7214733,7612973,7211984,6455034,5950170,8270797,7768618,9152181,7929804,7103222,8293251,6108010,7300139,6694500,8441147,7105480,6359367
2021-11-16T12:45,6125786,7738662,7405354,7776297,6810834,7623197,6846012,9294524,8566674,7900925,6877382,8763086,7507745,8192263,6990951,6854498,7187896,7914910,6847060,6125072,7028064,7046220,8301353,7756106,7842544,7802011,9049314,6651340,6753706,6938776,9060654,7269281,8502242,9111820,7057158
2021-11-16T12:50,7007452,7280471,5435375,7434264,8478772,7536121,8470237,8150475,6603302,6641969,7167480,6272302,6655047,7239113,8063609,6950372,7802851,6896191,6991087,8139718,8231051,6606577,6758054,7363595,6753632,6477658,7302402,9260823,9011092,6904641,7505451,9580332,5694017,5899872,5234272
2021-11-16T12:55,7101080,8150114,9492295,6540867,7681910,9577337,6635415,7069298,7024605,7329460,6900617,6303086,7313318,6405049,7826751,7410859,6436782,7575144,8268653,7106315,7919482,6391647,7066107,7228062,6650071,6917492,5827712,6658571,7671844,7015713,7362494,8231646,7666109,6837640,7677818
2021-11-16T13:00,6324966,5698659,7354614,5826393,8295655,6756288,7796576,6996699,6284066,5147170,7918450,7723265,7422463,5852043,7410955,9580777,6182755,6128285,6182949,6348948,6091054,7897951,7747921,6475430,6853521,8363896,8839483,7690181,8594340,8307896,5764670,6019404,6430121,5990314,6960011
2021-11-16T13:05,7944358,6316137,8085492,7916769,7220899,6153245,8095362,8297591,6420553,7112861,9015986,8969362,7600674,6677848,6914928,7876022,8663896,7508694,8353495,6435331,6104613,7402903,6906390,5726101,7894406,7389544,6878002,8580339,8684485,6479340,8357667,7068200,6571548,6557301,7739154
2021-11-16T13:10,7869924,7022252,8621230,7231224,9986441,9574335,8451318,7124994,7325039,7108180,9289051,7239958,5398799,9013789,7734896,8426124,8661447,5905804,8252657,6365093,7184988,8155887,8459949,5963641,8059934,7978228,7676107,7333651,6878522,6030033,7608815,7749900,8112445,8514666,7760700
2021-11-16T13:15,8396696,6723890,7155955,8127914,6512002,8063432,7156876,6726855,5993429,6164376,6681818,7711968,8083755,9122888,7459358,8155363,7143328,6994305,8364391,6135723,6718200,8009644,6994458,7220756,8596571,7981313,7318138,8851402,4662103,7079353,7952541,5330292,8509225,6798845,6356651
2021-11-16T13:20,7237704,6702573,7592204,8663259,8460706,6443742,7516835,7179929,8567880,7099259,6727726,7747084,6953597,6805225,5550309,8411848,5748525,7405901,6365512,7166029,8731162,7514231,5252805,6890540,5514399,4782253,5739914,8860622,7136986,6842305,8867870,6702217,8649961,6250252,5877401
2021-11-16T13:25,8713658,6195139,9394329,7699676,5891598,4553599,8599947,7293134,8128061,7804012,5432348,6621111,8906689,6910372,6702725,6023476,7266283,6099643,5684699,6210592,8707787,7986575,6836789,7641821,6962348,7483299,6289261,6750298,7288006,6014369,6361821,8893503,7620015,7644759,7606720
2021-11-16T13:30,6141080,6966133,7600455,6463620,9968338,7368754,7278024,6872383,7993753,7834260,8271982,8386913,7792453,7168053,8097239,7104581,4785686,7782094,6156300,9120702,7233287,5828102,6939390,7581838,5981968,6957406,7340868,9683054,7401363,7665625,8298656,6621927,8212254,6867300,7056246
2021-11-16T13:35,7433254,8155624,6150373,6730589,7698781,8246339,7066581,8411780,7958132,7059772,6746467,7379816,5821500,6944877,6540003,6199116,7616531,7701324,7779273,6933638,8573155,8510496,6823388,7859533,7244416,5516068,6337221,9356869,8311169,7496954,7767879,7986068,9802327,7456547,5689253
2021-11-16T13:40,8298873,8083412,6510118,7534089,6993615,7588388,8477228,6200536,7679791,8560486,7604406,7793349,7733298,7078498,7331290,7215097,5599793,7337372,7402337,6780463,8985407,6605446,6081054,7423119,9170919,8212357,8457885,7747643,6619422,6789559,6321119,9663879,9168092,9313339,6792876
2021-11-16T13:45,8942099,6653151,7599828,7308111,5417693,7013957,8881012,8538839,6083167,9202429,5023835,6844419,8709836,7324005,8735968,10360469,7137457,5710410,7504468,6889334,8889957,7149038,8553175,8275040,8023769,6498616,6350309,8536435,5337992,5664559,5335374,6902495,6836874,7848352,7603186
2021-11-16T13:50,8684552,7782602,7949423,8147409,8457274,7658580,6949004,7156592,6008228,6740168,8613553,8201555,8105979,5726079,6422383,7381037,7820387,6778777,10810769,7592763,7923035,8502816,7427470,7603834,6682145,9720546,7553580,5960583,7696368,7329886,7702739,7919497,6464722,7104026,6811765
2021-11-16T13:55,7182693,8334262,8195050,7519424,6385385,7156246,8584352,7582657,6539111,8608976,5523621,7872586,9033449,6765481,6424338,8596110,6593961,8392819,6119614,8798428,7240287,6657202,9307621,5207686,5602630,8704736,7086265,8788846,7350021,6860464,7479945,7636037,9444778,8501636,7238318
2021-11-16T14:00,9028609,7157439,7006090,7149176,8677677,6131106,8631221,6433163,9851635,6825929,7377858,7979509,7134608,7372955,7087235,7757252,6922913,7977149,7044051,8415070,5197739,7977944,7697914,8903032,6741346,7975370,7198419,4477961,8864637,6470842,8239298,7034457,7763720,8349362,6749876
2021-11-16T14:05,7697794,7646070,6905640,6690800,7667585,5838691,7379774,7112830,6811400,7760591,5797430,6072201,8984791,7582051,6374049,8587195,7518197,7886624,8296207,9217663,6580304,7428208,5744118,7920095,6641191,7742968,6422682,7584628,6381718,7127790,6745816,6129903,6213103,8258137,7992325
2021-11-16T14:10,8652035,7013466,7356753,6936519,7390689,8360372,7050397,7505532,8462210,7423586,5234129,7645066,8321028,6314332,6216083,6010055,6282204,9066042,7513279,7016607,6651659,6263012,7552141,6193057,6241100,7916238,8786806,7613970,7710319,9507412,6401360,8045083,8238033,6910991,7892230
2021-11-16T14:15,7501277,6944039,6934668,6927708,8888706,6933385,7498324,6946272,8229039,6334250,7107548,9126313,7507898,9117517,7520482,7065369,6803704,8412532,7125934,7381103,8482296,9381943,6992880,8027549,7677495,8091728,7376310,9582867,7848378,7649993,6452086,7856453,6905038,7664436,10443599
2021-11-16T14:20,6862982,7114263,7107131,6933706,5667337,6750840,7470227,5649287,9420193,9451051,7318945,6776632,5944365,7283585,8405876,7328646,8581241,7656839,6445349,6936543,5203907,7641598,6561695,8527728,7555508,6463230,7141729,7080080,5780260,7728191,6693696,6860887,7084078,7933855,8028140
2021-11-16T14:25,6710865,6493600,5511398,8817287,6781210,7142323,9042702,5289929,7934553,6576237,8807574,7711689,6385330,8776349,7161373,6900220,7438788,5433614,8889518,6808783,9236424,6773401,5044175,8080558,5876462,9614092,6720827,8487908,8303191,9192787,7724718,7841676,7611241,9719929,7109076
2021-11-16T14:30,5987837,5462932,6297489,7483112,9037674,7173258,7008504,6998551,7902268,7613406,6189447,8762223,6345346,8006101,7516053,6099023,6234805,7688240,7395741,6916186,7279985,10709327,9915376,6433538,8078679,8039695,6932412,9102944,5917455,7262397,8549634,8621291,7377587,6841284,6235927
2021-11-16T14:35,7874241,7837271,6505425,7222757,8452049,8402023,5238864,6434218,7732437,6106642,6984400,5933875,7276830,6694947,9477055,6524065,7666427,8457202,6869465,8166908,8926725,6336982,6089068,6787919,7652930,6917069,9716585,5919861,5342306,5957400,8475410,8626647,6892783,6750848,5530408
2021-11-16T14:40,6665736,6275502,6014003,5846439,8624545,6273238,7280080,8579417,7634965,6620529,8678783,5589095,8884049,6846112,7031786,7492189,5817634,7976599,7627760,7812044,8369081,5887555,7074604,7493010,7782016,8513000,7436855,7786256,8714753,6048366,9583681,7589492,6665026,7204873,6634641
2021-11-16T14:45,7873499,8667875,9431887,7497807,6158356,6751636,6427481,8450480,4952468,8506807,8300096,6726608,5865111,6300422,7510509,7734296,5378583,7377134,7893853,6487218,6897999,9091332,7109480,7171461,6595129,5499865,6981072,5738385,8374618,7304142,8991114,5313980,9056478,8319164,5964126
